target_index,koi_target,kepid,disk,system,P_thick,missing_planets,missing_kepoi_names,min_missing_period,max_missing_period,max_missing_snr,target_sample_planets,all_kepoi_names,min_period,max_period,max_snr
18,K02209,8168187,thick,multi,0.6161855176036053,2,"K02209.01,K02209.02",18.3027235,35.502865,24.7,2,"K02209.01,K02209.02",18.3027235,35.502865,24.7
19,K02220,6871071,thick,multi,0.971841250279912,1,K02220.05,11.9294568,11.9294568,11.7,5,"K02220.01,K02220.02,K02220.03,K02220.04,K02220.05",1.897828815,11.9294568,27.2
20,K02224,8892157,thick,multi,0.6800479914181264,1,K02224.02,86.130534,86.130534,3.7,2,"K02224.01,K02224.02",3.73090026,86.130534,24.0
21,K02263,8613535,thick,multi,0.5220039668068633,3,"K02263.02,K02263.03,K02263.01",9.47850818,29.9685917,26.7,3,"K02263.01,K02263.03,K02263.02",9.47850818,29.9685917,26.7
22,K02533,11074835,thick,multi,0.9649194760591556,2,"K02533.01,K02533.03",6.03355539,26.1152887,26.1,2,"K02533.01,K02533.03",6.03355539,26.1152887,26.1
23,K02541,12306058,thick,multi,0.9999930157740562,2,"K02541.01,K02541.02",7.41683033,20.4853893,20.6,2,"K02541.01,K02541.02",7.41683033,20.4853893,20.6
24,K02563,5175024,thick,multi,0.978064669906229,2,"K02563.02,K02563.01",6.2614227,23.4772553,17.6,2,"K02563.01,K02563.02",6.2614227,23.4772553,17.6
25,K02972,8949925,thick,multi,0.9962385871432766,2,"K02972.01,K02972.02",13.2511214,42.0292298,15.2,2,"K02972.01,K02972.02",13.2511214,42.0292298,15.2
26,K03068,3230805,thick,multi,0.996567065279774,2,"K03068.01,K03068.02",3.91679553,6.65171459,13.2,2,"K03068.01,K03068.02",3.91679553,6.65171459,13.2
27,K03145,1717722,thick,multi,0.9998983026007394,1,K03145.01,4.53702121,4.53702121,15.7,1,K03145.01,4.53702121,4.53702121,15.7
28,K03319,5965819,thick,multi,0.9934578263140816,3,"K03319.03,K03319.02,K03319.01",3.54553077,19.5906103,29.4,3,"K03319.01,K03319.02,K03319.03",3.54553077,19.5906103,29.4
29,K03503,6368175,thick,multi,0.7983680955245722,1,K03503.02,31.8245304,31.8245304,7.7,2,"K03503.01,K03503.02",21.1876185,31.8245304,8.5
30,K04136,7256914,thick,multi,0.9749189159728734,2,"K04136.01,K04136.02",2.41750021,4.03357434,15.5,2,"K04136.01,K04136.02",2.41750021,4.03357434,15.5
31,K04647,9947653,thick,multi,0.8262498560810689,2,"K04647.02,K04647.01",12.008552,37.9043889,13.9,2,"K04647.01,K04647.02",12.008552,37.9043889,13.9
32,K06178,8355178,thick,multi,0.998948097727232,1,K06178.02,33.814176,33.814176,8.1,2,"K06178.02,K06178.01",13.0327301,33.814176,11.1
33,K06355,3748855,thick,multi,0.9894695188455612,1,K06355.02,6.72876606,6.72876606,7.8,2,"K06355.01,K06355.02",4.37198905,6.72876606,9.9
34,K00064,7051180,thick,single,0.7270489073202918,1,K00064.01,1.951082219,1.951082219,30.1,1,K00064.01,1.951082219,1.951082219,30.1
35,K00204,9305831,thick,single,0.6085572863040674,1,K00204.01,3.246732048,3.246732048,775.0,1,K00204.01,3.246732048,3.246732048,775.0
36,K00281,4143755,thick,single,0.9968556371552924,1,K00281.01,19.55662003,19.55662003,111.0,1,K00281.01,19.55662003,19.55662003,111.0
37,K00513,6937692,thick,single,0.9793053313488568,1,K00513.01,35.18105723,35.18105723,63.1,1,K00513.01,35.18105723,35.18105723,63.1
38,K00525,9119458,thick,single,0.9816652301378246,1,K00525.01,11.53029332,11.53029332,57.6,1,K00525.01,11.53029332,11.53029332,57.6
39,K00583,9076513,thick,single,0.9999762566192034,1,K00583.01,2.437029217,2.437029217,49.0,1,K00583.01,2.437029217,2.437029217,49.0
40,K00631,4742414,thick,single,0.9994077678124702,1,K00631.01,15.458056682,15.458056682,1055.9,1,K00631.01,15.458056682,15.458056682,1055.9
41,K00660,6267535,thick,single,0.8788491072949979,1,K00660.01,6.07972016,6.07972016,77.9,1,K00660.01,6.07972016,6.07972016,77.9
42,K00662,6365156,thick,single,0.8809407863760716,1,K00662.01,10.21418792,10.21418792,78.6,1,K00662.01,10.21418792,10.21418792,78.6
43,K00670,7033671,thick,single,0.9996349198448744,1,K00670.01,9.48965527,9.48965527,42.5,1,K00670.01,9.48965527,9.48965527,42.5
44,K00674,7277317,thick,single,0.9997521008399394,1,K00674.01,16.33888067,16.33888067,201.9,1,K00674.01,16.33888067,16.33888067,201.9
45,K00684,7730747,thick,single,0.999999999997371,1,K00684.01,4.034914368,4.034914368,92.6,1,K00684.01,4.034914368,4.034914368,92.6
46,K00890,7585481,thick,single,0.8896752243952183,1,K00890.01,8.09888906,8.09888906,435.9,1,K00890.01,8.09888906,8.09888906,435.9
47,K01007,1725016,thick,single,0.924083244435666,1,K01007.01,7.40742502,7.40742502,23.1,1,K01007.01,7.40742502,7.40742502,23.1
48,K01031,2584163,thick,single,0.9878925466114924,1,K01031.01,14.5598556,14.5598556,15.6,1,K01031.01,14.5598556,14.5598556,15.6
49,K01238,6383821,thick,single,0.9213553037551964,1,K01238.01,27.07237655,27.07237655,44.0,1,K01238.01,27.07237655,27.07237655,44.0
50,K01283,8700771,thick,single,0.995074526707686,1,K01283.01,8.0922105,8.0922105,37.5,1,K01283.01,8.0922105,8.0922105,37.5
51,K01308,10586208,thick,single,0.6424061036266585,1,K01308.01,23.58444746,23.58444746,42.8,1,K01308.01,23.58444746,23.58444746,42.8
52,K01536,12159249,thick,single,0.8972401447424896,1,K01536.01,3.74443645,3.74443645,25.4,1,K01536.01,3.74443645,3.74443645,25.4
53,K01549,8053552,thick,single,0.602216662051809,1,K01549.01,29.481061268,29.481061268,332.0,1,K01549.01,29.481061268,29.481061268,332.0
54,K01621,5561278,thick,single,0.7205302443651012,1,K01621.01,20.31047472,20.31047472,46.1,1,K01621.01,20.31047472,20.31047472,46.1
55,K01705,7522911,thick,single,0.9401011444530756,1,K01705.01,20.4998763,20.4998763,21.1,1,K01705.01,20.4998763,20.4998763,21.1
56,K02046,10663396,thick,single,0.9113622582976728,1,K02046.01,23.8990075,23.8990075,61.5,1,K02046.01,23.8990075,23.8990075,61.5
57,K02081,2853780,thick,single,0.9577923067749916,1,K02081.01,6.2141496,6.2141496,53.4,1,K02081.01,6.2141496,6.2141496,53.4
58,K02109,11499228,thick,single,0.7329593015368727,1,K02109.01,19.7919389,19.7919389,22.8,1,K02109.01,19.7919389,19.7919389,22.8
59,K02133,8219268,thick,single,0.9994338555532636,1,K02133.01,6.24667547,6.24667547,63.6,1,K02133.01,6.24667547,6.24667547,63.6
60,K02154,12505076,thick,single,0.9711331929497944,1,K02154.01,11.92979348,11.92979348,27.8,1,K02154.01,11.92979348,11.92979348,27.8
61,K02256,9112931,thick,single,0.9953030277516872,1,K02256.01,10.71253475,10.71253475,31.2,1,K02256.01,10.71253475,10.71253475,31.2
62,K02271,10329469,thick,single,0.5120835710992775,1,K02271.01,55.8224775,55.8224775,23.7,1,K02271.01,55.8224775,55.8224775,23.7
63,K02288,3440978,thick,single,0.9999824249522108,1,K02288.01,38.103908,38.103908,20.3,1,K02288.01,38.103908,38.103908,20.3
64,K02316,7504778,thick,single,0.6492092623064584,1,K02316.01,17.1369408,17.1369408,25.4,1,K02316.01,17.1369408,17.1369408,25.4
65,K02332,5534941,thick,single,0.9330251970281576,1,K02332.01,3.70063251,3.70063251,29.8,1,K02332.01,3.70063251,3.70063251,29.8
66,K02356,11461844,thick,single,0.5055835685468251,1,K02356.01,13.6823798,13.6823798,17.0,1,K02356.01,13.6823798,13.6823798,17.0
67,K02372,12254909,thick,single,0.969003806458282,1,K02372.01,5.349791,5.349791,23.3,1,K02372.01,5.349791,5.349791,23.3
68,K02479,5963582,thick,single,0.9989850507139612,1,K02479.01,25.5433704,25.5433704,28.4,1,K02479.01,25.5433704,25.5433704,28.4
69,K02490,3122913,thick,single,0.994569030062694,1,K02490.01,11.60653061,11.60653061,17.8,1,K02490.01,11.60653061,11.60653061,17.8
70,K02524,7515762,thick,single,0.993117658464692,1,K02524.01,40.9905002,40.9905002,15.4,1,K02524.01,40.9905002,40.9905002,15.4
71,K02627,6124512,thick,single,0.9687064596287268,1,K02627.01,8.38395796,8.38395796,14.1,1,K02627.01,8.38395796,8.38395796,14.1
72,K02628,10070468,thick,single,0.9146446671235376,1,K02628.01,1.68189051,1.68189051,17.4,1,K02628.01,1.68189051,1.68189051,17.4
73,K02775,6346809,thick,single,0.8879648382843095,1,K02775.01,17.57704569,17.57704569,19.1,1,K02775.01,17.57704569,17.57704569,19.1
74,K02801,5905822,thick,single,0.7537466178014304,1,K02801.01,6.99205021,6.99205021,24.4,1,K02801.01,6.99205021,6.99205021,24.4
75,K02994,11244137,thick,single,0.998089451250344,1,K02994.01,2.03387483,2.03387483,15.7,1,K02994.01,2.03387483,2.03387483,15.7
76,K03051,9959492,thick,single,0.9109596311528624,1,K03051.01,11.682369,11.682369,11.2,1,K03051.01,11.682369,11.682369,11.2
77,K03060,11019987,thick,single,0.9575747714712656,1,K03060.01,6.9131732,6.9131732,12.5,1,K03060.01,6.9131732,6.9131732,12.5
78,K03063,10924562,thick,single,0.9171020709896632,1,K03063.01,18.6052046,18.6052046,13.1,1,K03063.01,18.6052046,18.6052046,13.1
79,K03072,3219643,thick,single,0.6819875864035311,1,K03072.01,24.3367026,24.3367026,13.4,1,K03072.01,24.3367026,24.3367026,13.4
80,K03105,12168993,thick,single,0.9994255822860384,1,K03105.01,4.21223579,4.21223579,12.8,1,K03105.01,4.21223579,4.21223579,12.8
81,K03147,7534267,thick,single,0.650215175932088,1,K03147.01,39.4420781,39.4420781,15.2,1,K03147.01,39.4420781,39.4420781,15.2
82,K03202,4262040,thick,single,0.8218254495400161,1,K03202.01,92.461135,92.461135,20.7,1,K03202.01,92.461135,92.461135,20.7
83,K03220,11189311,thick,single,0.7290165043675693,1,K03220.01,81.4160138,81.4160138,54.3,1,K03220.01,81.4160138,81.4160138,54.3
84,K03262,12056139,thick,single,0.5050484358048294,1,K03262.01,13.2274753,13.2274753,16.4,1,K03262.01,13.2274753,13.2274753,16.4
85,K03389,3848966,thick,single,0.9687123858237124,1,K03389.01,29.7681831,29.7681831,13.2,1,K03389.01,29.7681831,29.7681831,13.2
86,K03431,9267996,thick,single,0.999906043833632,1,K03431.01,19.6001405,19.6001405,19.7,1,K03431.01,19.6001405,19.6001405,19.7
87,K03445,11860395,thick,single,0.5851714239201257,1,K03445.01,82.303914,82.303914,22.3,1,K03445.01,82.303914,82.303914,22.3
88,K03458,6118370,thick,single,0.9387202137038526,1,K03458.01,14.0328775,14.0328775,11.8,1,K03458.01,14.0328775,14.0328775,11.8
89,K03493,8880123,thick,single,0.9999967840342434,1,K03493.01,46.7162336,46.7162336,15.4,1,K03493.01,46.7162336,46.7162336,15.4
90,K03685,8494410,thick,single,0.8391725283551392,1,K03685.02,7.2593226,7.2593226,40.1,1,K03685.02,7.2593226,7.2593226,40.1
91,K03815,6507433,thick,single,0.9871849774947292,1,K03815.01,4.7425521,4.7425521,10.9,1,K03815.01,4.7425521,4.7425521,10.9
92,K04022,7733731,thick,single,0.5874923940842387,1,K04022.01,4.85819429,4.85819429,25.2,1,K04022.01,4.85819429,4.85819429,25.2
93,K04189,9897364,thick,single,0.9303422257973674,1,K04189.01,64.2729088,64.2729088,27.4,1,K04189.01,64.2729088,64.2729088,27.4
94,K04215,9366617,thick,single,0.9742789345202846,1,K04215.01,26.5487294,26.5487294,15.3,1,K04215.01,26.5487294,26.5487294,15.3
95,K04230,9872831,thick,single,0.775311333011915,1,K04230.01,5.49548533,5.49548533,14.2,1,K04230.01,5.49548533,5.49548533,14.2
96,K04371,11444514,thick,single,0.9985325964880584,1,K04371.01,66.373298,66.373298,13.7,1,K04371.01,66.373298,66.373298,13.7
97,K04424,7046035,thick,single,0.6051592468102903,1,K04424.01,2.27164952,2.27164952,12.7,1,K04424.01,2.27164952,2.27164952,12.7
98,K04452,4474462,thick,single,0.6968323596288125,1,K04452.01,12.85755895,12.85755895,14.2,1,K04452.01,12.85755895,12.85755895,14.2
99,K04554,6369131,thick,single,0.8108591464710623,1,K04554.01,8.0772455,8.0772455,12.5,1,K04554.01,8.0772455,8.0772455,12.5
100,K04558,5431027,thick,single,0.9999999975339512,1,K04558.01,8.8233996,8.8233996,13.3,1,K04558.01,8.8233996,8.8233996,13.3
101,K04585,9009036,thick,single,0.9999999999999982,1,K04585.01,6.76289308,6.76289308,14.6,1,K04585.01,6.76289308,6.76289308,14.6
102,K04666,11337012,thick,single,1.0,1,K04666.01,12.4019263,12.4019263,9.5,1,K04666.01,12.4019263,12.4019263,9.5
103,K04715,6264750,thick,single,0.9340111357846714,1,K04715.01,53.285584,53.285584,11.0,1,K04715.01,53.285584,53.285584,11.0
104,K04733,9021075,thick,single,0.8098475023032643,1,K04733.01,7.28116667,7.28116667,11.5,1,K04733.01,7.28116667,7.28116667,11.5
105,K04775,8626325,thick,single,0.9999999999989556,1,K04775.01,16.4491515,16.4491515,11.0,1,K04775.01,16.4491515,16.4491515,11.0
106,K04822,9702945,thick,single,0.9999999999999982,1,K04822.01,3.51413723,3.51413723,11.2,1,K04822.01,3.51413723,3.51413723,11.2
107,K04826,10549902,thick,single,0.9999586195110864,1,K04826.01,1.141148847,1.141148847,12.7,1,K04826.01,1.141148847,1.141148847,12.7
108,K04921,1164301,thick,single,0.9999999989031796,1,K04921.01,95.688682,95.688682,9.8,1,K04921.01,95.688682,95.688682,9.8
109,K04943,2555080,thick,single,0.9803974120939924,1,K04943.01,15.2024426,15.2024426,4.0,1,K04943.01,15.2024426,15.2024426,4.0
110,K05027,3955444,thick,single,0.9345721537708964,1,K05027.01,62.312419,62.312419,9.1,1,K05027.01,62.312419,62.312419,9.1
111,K05174,5524229,thick,single,0.9733643859853296,1,K05174.01,22.4932751,22.4932751,11.2,1,K05174.01,22.4932751,22.4932751,11.2
112,K05207,5859725,thick,single,0.5400341072858492,1,K05207.01,18.9828305,18.9828305,9.6,1,K05207.01,18.9828305,18.9828305,9.6
113,K05275,6367663,thick,single,0.9166287585165126,1,K05275.01,3.781123,3.781123,9.0,1,K05275.01,3.781123,3.781123,9.0
114,K05500,8295087,thick,single,0.9488341400726914,1,K05500.01,84.934357,84.934357,5.9,1,K05500.01,84.934357,84.934357,5.9
115,K05511,8395870,thick,single,0.6708605389653005,1,K05511.01,74.833577,74.833577,6.4,1,K05511.01,74.833577,74.833577,6.4
116,K05532,8525101,thick,single,0.999851561706352,1,K05532.01,24.6777128,24.6777128,9.0,1,K05532.01,24.6777128,24.6777128,9.0
117,K05568,8745553,thick,single,0.8404939688927727,1,K05568.01,62.134919,62.134919,10.6,1,K05568.01,62.134919,62.134919,10.6
118,K05690,9536727,thick,single,0.999999992266316,1,K05690.01,17.0497376,17.0497376,6.4,1,K05690.01,17.0497376,17.0497376,6.4
119,K05740,9942658,thick,single,0.999214042709945,1,K05740.01,21.7997515,21.7997515,8.7,1,K05740.01,21.7997515,21.7997515,8.7
120,K05769,10146103,thick,single,0.8637735776253628,1,K05769.01,7.58062893,7.58062893,10.9,1,K05769.01,7.58062893,7.58062893,10.9
121,K05794,10453009,thick,single,0.9909218127383048,1,K05794.01,30.9771151,30.9771151,6.8,1,K05794.01,30.9771151,30.9771151,6.8
122,K05892,11393248,thick,single,0.9082379800333102,1,K05892.01,37.959659,37.959659,6.9,1,K05892.01,37.959659,37.959659,6.9
123,K05901,11456256,thick,single,0.7361134117685812,1,K05901.01,61.611129,61.611129,22.0,1,K05901.01,61.611129,61.611129,22.0
124,K05925,11651240,thick,single,0.9958824478809662,1,K05925.01,93.006,93.006,6.7,1,K05925.01,93.006,93.006,6.7
125,K05967,12401859,thick,single,0.90452992922966,1,K05967.01,22.8631517,22.8631517,8.5,1,K05967.01,22.8631517,22.8631517,8.5
126,K05979,12735793,thick,single,0.999968539842492,1,K05979.01,37.7935113,37.7935113,6.9,1,K05979.01,37.7935113,37.7935113,6.9
127,K06164,7835312,thick,single,0.6631632714893395,1,K06164.01,29.5126153,29.5126153,9.4,1,K06164.01,29.5126153,29.5126153,9.4
128,K06320,3324069,thick,single,0.9999999976151716,1,K06320.01,22.80265,22.80265,11.8,1,K06320.01,22.80265,22.80265,11.8
129,K06641,5966732,thick,single,0.5175286754033026,1,K06641.01,1.400903699,1.400903699,9.8,1,K06641.01,1.400903699,1.400903699,9.8
130,K06664,6111011,thick,single,0.503730942507684,1,K06664.01,14.7639145,14.7639145,7.7,1,K06664.01,14.7639145,14.7639145,7.7
131,K06689,6345758,thick,single,0.6967917728249314,1,K06689.01,3.37116682,3.37116682,9.8,1,K06689.01,3.37116682,3.37116682,9.8
132,K06762,6715997,thick,single,0.5387578642994733,1,K06762.01,15.08186,15.08186,7.1,1,K06762.01,15.08186,15.08186,7.1
133,K06798,6956176,thick,single,0.9999821541978112,1,K06798.01,2.64185268,2.64185268,7.9,1,K06798.01,2.64185268,2.64185268,7.9
134,K06862,7345335,thick,single,0.9951187827749516,1,K06862.01,11.0495766,11.0495766,5.7,1,K06862.01,11.0495766,11.0495766,5.7
135,K06904,7687365,thick,single,0.5219656357938156,1,K06904.01,26.1556767,26.1556767,7.0,1,K06904.01,26.1556767,26.1556767,7.0
136,K06934,7939761,thick,single,1.0,1,K06934.01,22.2548897,22.2548897,11.8,1,K06934.01,22.2548897,22.2548897,11.8
137,K06993,8227086,thick,single,0.9997341875266116,1,K06993.01,13.8086331,13.8086331,9.0,1,K06993.01,13.8086331,13.8086331,9.0
138,K06994,8227464,thick,single,0.9876574958106874,1,K06994.01,4.25907841,4.25907841,11.5,1,K06994.01,4.25907841,4.25907841,11.5
139,K07224,9693803,thick,single,0.8739544325987356,1,K07224.01,13.4959496,13.4959496,7.3,1,K07224.01,13.4959496,13.4959496,7.3
140,K07258,9943009,thick,single,0.9894218124787832,1,K07258.01,2.4376438,2.4376438,8.8,1,K07258.01,2.4376438,2.4376438,8.8
141,K07270,10002049,thick,single,0.7682853649922786,1,K07270.01,19.2532128,19.2532128,7.4,1,K07270.01,19.2532128,19.2532128,7.4
142,K07415,11182260,thick,single,0.9281750320387742,1,K07415.01,1.291964282,1.291964282,45.8,1,K07415.01,1.291964282,1.291964282,45.8
143,K07416,11187972,thick,single,0.7741924894263194,1,K07416.01,37.4646974,37.4646974,10.3,1,K07416.01,37.4646974,37.4646974,10.3
144,K07427,11244571,thick,single,0.9998094404764656,1,K07427.01,7.8935324,7.8935324,8.3,1,K07427.01,7.8935324,7.8935324,8.3
145,K07432,11286311,thick,single,0.9998024209977252,1,K07432.01,13.1538409,13.1538409,10.6,1,K07432.01,13.1538409,13.1538409,10.6
146,K07467,11650543,thick,single,0.8204952454491993,1,K07467.01,7.20558084,7.20558084,8.7,1,K07467.01,7.20558084,7.20558084,8.7
147,K07479,11773625,thick,single,0.6324457185458369,1,K07479.01,7.1969168,7.1969168,10.4,1,K07479.01,7.1969168,7.1969168,10.4
